ledger_id,date,amount,company,reference,status,bank_id,description
L00366,2026-07-07,340.21,Emberline Foods,INV-15577,paid,LEDGER-0276,INV-15577
L00516,2026-05-12,2619.25,Trailmark Equipment Rental,INV-94130,paid,LEDGER-0277,INV-94130
L00170,2026-06-17,9470.96,Foxglove Design Co,INV-81364,paid,LEDGER-0278,INV-81364
L00079,2026-06-12,848.68,Pinehill Distributors,INV-51904,paid,LEDGER-0279,INV-51904
L00296,2026-06-30,23466.98,Driftwood Café Group,INV-18163,paid,LEDGER-0280,INV-18163
L00895,2026-05-14,14827.39,Granite Point Consulting,INV-67878,paid,LEDGER-0281,INV-67878
L00012,2026-05-05,358.08,Oakstone Realty Holdings,INV-51347,paid,LEDGER-0282,INV-51347
L00558,2026-05-16,45024.17,Orchard Grove Bakery,INV-99220,paid,LEDGER-0283,INV-99220
L00329,2026-07-22,39462.25,Solace Health Systems,INV-65097,paid,LEDGER-0284,INV-65097
L00928,2026-05-28,3888.85,Pinehill Distributors,INV-27394,paid,LEDGER-0285,INV-27394
L00467,2026-06-09,43205.27,Vanterra Chemicals,INV-23624,paid,LEDGER-0286,INV-23624
L00799,2026-07-12,459.3,Kingfisher Cable Co,INV-30715,paid,LEDGER-0287,INV-30715
L00764,2026-07-20,34559.44,Lakeside Property Mgmt,INV-83193,paid,LEDGER-0288,INV-83193
L00116,2026-07-20,77.1,Redstone Contracting,INV-37659,paid,LEDGER-0289,INV-37659
L00502,2026-07-12,32512.15,Prairie Wind Energy,INV-23645,paid,LEDGER-0290,INV-23645
L00798,2026-05-18,31146.38,Lakeside Property Mgmt,INV-50501,paid,LEDGER-0291,INV-50501
L00510,2026-05-04,45195.18,Fenwick Office Solutions,INV-66534,paid,LEDGER-0292,INV-66534
L00738,2026-06-11,327.98,Glacier Point Bank,INV-29942,paid,LEDGER-0293,INV-29942
L00398,2026-05-11,610.53,Junction Analytics,INV-25213,paid,LEDGER-0294,INV-25213
L00066,2026-06-11,1851.45,Harbor State Insurance,INV-62743,paid,LEDGER-0295,INV-62743
L00866,2026-06-18,33134.64,Pinehill Distributors,INV-67041,paid,LEDGER-0296,INV-67041
L00393,2026-07-16,36573.54,Lakeside Property Mgmt,INV-93647,paid,LEDGER-0297,INV-93647
L00016,2026-05-15,498.8,Oakstone Realty Holdings,INV-30033,paid,LEDGER-0298,INV-30033
L00286,2026-07-27,42139.01,Jasper Metals Corp,INV-90090,paid,LEDGER-0299,INV-90090
L00374,2026-07-14,24433.16,Oakstone Realty Holdings,INV-96595,paid,LEDGER-0300,INV-96595
L00606,2026-06-19,361.32,Lumen Energy Services,INV-96182,paid,LEDGER-0301,INV-96182
L00898,2026-07-09,246.23,Hollow Creek Farms,INV-39602,paid,LEDGER-0302,INV-39602
L00214,2026-06-27,194.69,Meridian Software Inc,INV-23566,paid,LEDGER-0303,INV-23566
L00468,2026-05-19,288.42,Northfield Packaging,INV-46677,paid,LEDGER-0304,INV-46677
L00461,2026-06-04,1617.18,Driftwood Café Group,INV-20208,paid,LEDGER-0305,INV-20208
L00161,2026-07-26,48492.51,Glacier Point Bank,INV-62089,paid,LEDGER-0306,INV-62089
L00650,2026-05-22,2140.22,Junction Analytics,INV-10633,paid,LEDGER-0307,INV-10633
L00754,2026-06-16,41873.83,Everline Manufacturing,INV-10094,paid,LEDGER-0308,INV-10094
L00237,2026-07-17,11728.38,Fenwick Office Solutions,INV-79176,paid,LEDGER-0309,INV-79176
L00442,2026-05-04,32341.69,Pinehill Distributors,INV-96298,paid,LEDGER-0310,INV-96298
L00283,2026-05-02,26176.41,Prairie Wind Energy,INV-24089,paid,LEDGER-0311,INV-24089
L00462,2026-05-29,217.76,Nightshade Security,INV-77603,paid,LEDGER-0312,INV-77603
L00960,2026-06-12,49477.21,Fenwick Office Solutions,INV-18665,paid,LEDGER-0313,INV-18665
L00803,2026-07-01,1544.82,Redstone Contracting,INV-27575,paid,LEDGER-0314,INV-27575
L00414,2026-05-05,638.87,Kestrel Marketing Group,INV-46025,paid,LEDGER-0315,INV-46025
L00767,2026-07-10,3199.62,Kestrel Marketing Group,INV-58722,paid,LEDGER-0316,INV-58722
L00318,2026-05-21,779.56,Yellowbrick Media,INV-63138,paid,LEDGER-0317,INV-63138
L00811,2026-05-19,257.61,Solace Health Systems,INV-70762,paid,LEDGER-0318,INV-70762
L00592,2026-05-22,1206.17,Aurora Textiles Ltd,INV-19812,paid,LEDGER-0319,INV-19812
L00926,2026-07-04,49607.31,Aurora Textiles Ltd,INV-14406,paid,LEDGER-0320,INV-14406
L00354,2026-07-22,3581.81,Marrow Fitness Studios,INV-74303,paid,LEDGER-0321,INV-74303
L00242,2026-06-19,294.84,Kingfisher Cable Co,INV-71621,paid,LEDGER-0322,INV-71621
L00540,2026-06-14,26356.2,Prairie Wind Energy,INV-55121,paid,LEDGER-0323,INV-55121
L00891,2026-07-12,34537.76,Fenwick Office Solutions,INV-34217,paid,LEDGER-0324,INV-34217
L00954,2026-05-18,202.41,Foxglove Design Co,INV-98867,paid,LEDGER-0325,INV-98867
L00899,2026-06-08,21151.32,Harbor State Insurance,INV-62509,paid,LEDGER-0326,INV-62509
L00823,2026-07-29,35244.07,Granite Point Consulting,INV-87983,paid,LEDGER-0327,INV-87983
L00145,2026-07-27,8078.93,Ivy & Oak Print Shop,INV-47667,paid,LEDGER-0328,INV-47667
L00154,2026-07-27,17351.62,Bluepeak Logistics,INV-16428,paid,LEDGER-0329,INV-16428
L00826,2026-05-27,17348.83,Hollow Creek Farms,INV-37400,paid,LEDGER-0330,INV-37400
L00134,2026-06-23,3724.71,Junction Analytics,INV-73242,paid,LEDGER-0331,INV-73242
L00279,2026-06-23,47542.32,Pinehill Distributors,INV-42541,paid,LEDGER-0332,INV-42541
L00905,2026-07-19,1137.16,Everline Manufacturing,INV-16003,paid,LEDGER-0333,INV-16003
L00310,2026-05-24,663.53,Lumen Energy Services,INV-47941,paid,LEDGER-0334,INV-47941
L00625,2026-05-24,211.14,Marrow Fitness Studios,INV-78236,paid,LEDGER-0335,INV-78236
L00598,2026-07-16,19938.77,Delta Freight Partners,INV-72014,paid,LEDGER-0336,INV-72014
L00155,2026-07-17,385.33,Prairie Wind Energy,INV-56179,paid,LEDGER-0337,INV-56179
L00918,2026-06-11,139.44,Driftwood Café Group,INV-39855,paid,LEDGER-0338,INV-39855
L00686,2026-06-09,2165.96,Marrow Fitness Studios,INV-85713,paid,LEDGER-0339,INV-85713
L00101,2026-06-13,1318.28,Ivy & Oak Print Shop,INV-46655,paid,LEDGER-0340,INV-46655
L00171,2026-05-12,1741.47,Westgate Facilities Mgmt,INV-96870,paid,LEDGER-0341,INV-96870
L00103,2026-07-02,36077.42,Driftwood Café Group,INV-68743,paid,LEDGER-0342,INV-68743
L00572,2026-05-03,34788.65,Redstone Contracting,INV-16322,paid,LEDGER-0343,INV-16322
L00929,2026-07-25,3414.38,Westgate Facilities Mgmt,INV-49955,paid,LEDGER-0344,INV-49955
L01000,2026-05-23,17499.74,Ironwood Materials,INV-94448,open,LEDGER-0345,INV-94448
L00037,2026-06-03,1240.87,Cobalt Freight Lines,INV-69638,paid,LEDGER-0346,INV-69638
L00491,2026-05-23,430.93,Nightshade Security,INV-41005,paid,LEDGER-0347,INV-41005
L00051,2026-05-17,4232.07,Fenwick Office Solutions,INV-93507,paid,LEDGER-0348,INV-93507
L00117,2026-05-21,347.19,Quorum Legal Advisors,INV-10350,paid,LEDGER-0349,INV-10350
L00142,2026-06-22,94.87,Foxglove Design Co,INV-95823,paid,LEDGER-0350,INV-95823
L00041,2026-05-31,31776.58,Jasper Metals Corp,INV-62923,paid,LEDGER-0351,INV-62923
L00839,2026-06-08,2736.74,Riverbend Hardware,INV-38329,paid,LEDGER-0352,INV-38329
L00842,2026-05-17,41996.23,Umbra Digital Studio,INV-36894,paid,LEDGER-0353,INV-36894
L00916,2026-07-18,1782.79,Delta Freight Partners,INV-69394,paid,LEDGER-0354,INV-69394
L00672,2026-05-28,445.33,Bluepeak Logistics,INV-68877,paid,LEDGER-0355,INV-68877
L00656,2026-06-16,294.56,Quorum Legal Advisors,INV-61445,paid,LEDGER-0356,INV-61445
L00897,2026-07-13,1698.96,Cedar & Vine Supply Co,INV-10485,paid,LEDGER-0357,INV-10485
L00184,2026-07-25,3783.26,Glacier Point Bank,INV-43408,paid,LEDGER-0358,INV-43408
L00039,2026-07-09,7631.75,Junction Analytics,INV-17989,paid,LEDGER-0359,INV-17989
L00430,2026-06-28,7067.43,Vanterra Chemicals,INV-12134,paid,LEDGER-0360,INV-12134
L00136,2026-06-04,23672.41,Everline Manufacturing,INV-10336,paid,LEDGER-0361,INV-10336
L00120,2026-05-19,2950.53,Meridian Software Inc,INV-19359,paid,LEDGER-0362,INV-19359
L00774,2026-07-02,380.42,Northfield Packaging,INV-88018,paid,LEDGER-0363,INV-88018
L00963,2026-07-21,4060.49,Glacier Point Bank,INV-93435,paid,LEDGER-0364,INV-93435
L00884,2026-07-08,18561.52,Delta Freight Partners,INV-40626,paid,LEDGER-0365,INV-40626
L00196,2026-06-23,3478.72,Fenwick Office Solutions,INV-45804,paid,LEDGER-0366,INV-45804
L00140,2026-06-19,2628.39,Cedar & Vine Supply Co,INV-96991,paid,LEDGER-0367,INV-96991
L00470,2026-07-21,488.55,Glacier Point Bank,INV-61688,paid,LEDGER-0368,INV-61688
L00255,2026-05-19,280.89,Yellowbrick Media,INV-89635,paid,LEDGER-0369,INV-89635
L00996,2026-05-27,46001.2,Emberline Foods,INV-64059,open,LEDGER-0370,INV-64059
L00210,2026-07-15,2489.94,Foxglove Design Co,INV-17362,paid,LEDGER-0371,INV-17362
L00222,2026-06-09,2405.33,Fenwick Office Solutions,INV-33627,paid,LEDGER-0372,INV-33627
L00773,2026-05-12,3119.7,Quorum Legal Advisors,INV-84588,paid,LEDGER-0373,INV-84588
L00231,2026-05-16,9616.54,Hollow Creek Farms,INV-47363,paid,LEDGER-0374,INV-47363
L00548,2026-06-13,324.07,Prairie Wind Energy,INV-46239,paid,LEDGER-0375,INV-46239
L00904,2026-07-26,4131.97,Cobalt Freight Lines,INV-80328,paid,LEDGER-0376,INV-80328
L00590,2026-07-24,3597.09,Vanterra Chemicals,INV-42581,paid,LEDGER-0377,INV-42581
L00605,2026-07-01,47088.87,Aurora Textiles Ltd,INV-76628,paid,LEDGER-0378,INV-76628
L00728,2026-05-17,17787.89,Zenith Industrial Supply,INV-79041,paid,LEDGER-0379,INV-79041
L00022,2026-05-01,40038.19,Yellowbrick Media,INV-88504,paid,LEDGER-0380,INV-88504
L00750,2026-06-10,365.6,Junction Analytics,INV-94495,paid,LEDGER-0381,INV-94495
L00534,2026-07-22,37795.97,Foxglove Design Co,INV-21703,paid,LEDGER-0382,INV-21703
L00514,2026-07-16,42075.38,Yellowbrick Media,INV-72957,paid,LEDGER-0383,INV-72957
L00999,2026-05-21,496.08,Marrow Fitness Studios,INV-45744,open,LEDGER-0384,INV-45744
L00228,2026-06-17,189.26,Pinehill Distributors,INV-98907,paid,LEDGER-0385,INV-98907
L00152,2026-05-26,2409.39,Trailmark Equipment Rental,INV-60422,paid,LEDGER-0386,INV-60422
L00880,2026-05-20,436.04,Riverbend Hardware,INV-96396,paid,LEDGER-0387,INV-96396
L00560,2026-05-19,3062.32,Vanterra Chemicals,INV-51469,paid,LEDGER-0388,INV-51469
L00069,2026-06-26,3229.98,Emberline Foods,INV-98555,paid,LEDGER-0389,INV-98555
L00589,2026-07-12,39538.79,Aurora Textiles Ltd,INV-39358,paid,LEDGER-0390,INV-39358
L00282,2026-06-06,485.01,Glacier Point Bank,INV-74866,paid,LEDGER-0391,INV-74866
L00595,2026-05-03,27381.8,Ivy & Oak Print Shop,INV-23453,paid,LEDGER-0392,INV-23453
L00420,2026-05-08,124.69,Emberline Foods,INV-84720,paid,LEDGER-0393,INV-84720
L00081,2026-05-27,236.69,Everline Manufacturing,INV-65069,paid,LEDGER-0394,INV-65069
L00987,2026-07-08,213.5,Trailmark Equipment Rental,INV-38059,open,LEDGER-0395,INV-38059
L00473,2026-05-14,14122.07,Foxglove Design Co,INV-30369,paid,LEDGER-0396,INV-30369
L00876,2026-06-15,26115.46,Aurora Textiles Ltd,INV-48616,paid,LEDGER-0397,INV-48616
L00499,2026-06-15,36210.22,Umbra Digital Studio,INV-39260,paid,LEDGER-0398,INV-39260
L00112,2026-06-21,163.62,Delta Freight Partners,INV-74454,paid,LEDGER-0399,INV-74454
L00525,2026-06-19,193.89,Quorum Legal Advisors,INV-82923,paid,LEDGER-0400,INV-82923
L00121,2026-06-06,38703.1,Delta Freight Partners,INV-67560,paid,LEDGER-0401,INV-67560
L00691,2026-07-18,3240.63,Oakstone Realty Holdings,INV-96006,paid,LEDGER-0402,INV-96006
L00512,2026-07-24,3749.17,Driftwood Café Group,INV-46899,paid,LEDGER-0403,INV-46899
L00113,2026-06-08,11827.72,Everline Manufacturing,INV-21164,paid,LEDGER-0404,INV-21164
L00107,2026-05-28,384.3,Harbor State Insurance,INV-73464,paid,LEDGER-0405,INV-73464
L00019,2026-06-25,3958.69,Lakeside Property Mgmt,INV-30730,paid,LEDGER-0406,INV-30730
L00333,2026-06-14,2206.74,Lakeside Property Mgmt,INV-30332,paid,LEDGER-0407,INV-30332
L00869,2026-06-23,346.07,Ivy & Oak Print Shop,INV-69772,paid,LEDGER-0408,INV-69772
L00700,2026-06-02,44425.09,Harbor State Insurance,INV-68034,paid,LEDGER-0409,INV-68034
L00327,2026-05-10,38561.2,Bluepeak Logistics,INV-15936,paid,LEDGER-0410,INV-15936
L00821,2026-07-23,332.89,Redstone Contracting,INV-55746,paid,LEDGER-0411,INV-55746
L00532,2026-06-09,591.05,Riverbend Hardware,INV-46745,paid,LEDGER-0412,INV-46745
L00138,2026-06-18,29836.28,Foxglove Design Co,INV-69682,paid,LEDGER-0413,INV-69682
L00663,2026-07-09,38385.94,Kingfisher Cable Co,INV-84732,paid,LEDGER-0414,INV-84732
L00671,2026-07-12,48120.73,Kestrel Marketing Group,INV-93574,paid,LEDGER-0415,INV-93574
L00775,2026-06-12,66.82,Trailmark Equipment Rental,INV-66925,paid,LEDGER-0416,INV-66925
L00248,2026-06-15,664.79,Lakeside Property Mgmt,INV-16265,paid,LEDGER-0417,INV-16265
L00472,2026-06-11,22682.87,Quorum Legal Advisors,INV-51688,paid,LEDGER-0418,INV-51688
L00490,2026-05-08,29016.03,Granite Point Consulting,INV-38758,paid,LEDGER-0419,INV-38758
L00427,2026-06-28,311.88,Umbra Digital Studio,INV-93209,paid,LEDGER-0420,INV-93209
L00484,2026-07-22,447.54,Foxglove Design Co,INV-48680,paid,LEDGER-0421,INV-48680
L00165,2026-06-22,36548.47,Everline Manufacturing,INV-25292,paid,LEDGER-0422,INV-25292
L00864,2026-05-08,53.65,Orchard Grove Bakery,INV-58394,paid,LEDGER-0423,INV-58394
L00238,2026-05-31,100.03,Emberline Foods,INV-65027,paid,LEDGER-0424,INV-65027
L00739,2026-06-04,599.59,Delta Freight Partners,INV-67464,paid,LEDGER-0425,INV-67464
L00813,2026-05-26,1955.57,Ironwood Materials,INV-69596,paid,LEDGER-0426,INV-69596
L00836,2026-07-27,304.22,Trailmark Equipment Rental,INV-53479,paid,LEDGER-0427,INV-53479
L00575,2026-07-05,171.49,Kingfisher Cable Co,INV-90962,paid,LEDGER-0428,INV-90962
L00702,2026-07-26,266.89,Bluepeak Logistics,INV-51383,paid,LEDGER-0429,INV-51383
L00717,2026-05-13,3029.62,Ivy & Oak Print Shop,INV-17869,paid,LEDGER-0430,INV-17869
L00544,2026-05-29,460.18,Hollow Creek Farms,INV-43081,paid,LEDGER-0431,INV-43081
L00609,2026-07-10,18451.09,Prairie Wind Energy,INV-51144,paid,LEDGER-0432,INV-51144
L00446,2026-07-27,23938.86,Ironwood Materials,INV-32645,paid,LEDGER-0433,INV-32645
L00913,2026-06-08,47763.41,Prairie Wind Energy,INV-55593,paid,LEDGER-0434,INV-55593
L00483,2026-06-05,222.23,Bluepeak Logistics,INV-46681,paid,LEDGER-0435,INV-46681
L00980,2026-06-18,3530.87,Orchard Grove Bakery,INV-65586,paid,LEDGER-0436,INV-65586
L00545,2026-06-05,48516.1,Prairie Wind Energy,INV-65549,paid,LEDGER-0437,INV-65549
L00914,2026-07-09,2885.9,Meridian Software Inc,INV-76524,paid,LEDGER-0438,INV-76524
L00241,2026-06-16,35069.67,Pinehill Distributors,INV-18870,paid,LEDGER-0439,INV-18870
L00712,2026-06-04,325.75,Yellowbrick Media,INV-90358,paid,LEDGER-0440,INV-90358
L00042,2026-07-19,473.72,Harbor State Insurance,INV-20745,paid,LEDGER-0441,INV-20745
L00373,2026-06-27,3981.0,Prairie Wind Energy,INV-74304,paid,LEDGER-0442,INV-74304
L00500,2026-05-17,2202.73,Orchard Grove Bakery,INV-33292,paid,LEDGER-0443,INV-33292
L00251,2026-06-07,42005.36,Emberline Foods,INV-52101,paid,LEDGER-0444,INV-52101
L00300,2026-06-10,3672.05,Trailmark Equipment Rental,INV-72888,paid,LEDGER-0445,INV-72888
L00261,2026-06-26,12769.54,Harbor State Insurance,INV-21506,paid,LEDGER-0446,INV-21506
L00436,2026-05-30,494.67,Harbor State Insurance,INV-60209,paid,LEDGER-0447,INV-60209
L00683,2026-06-22,2187.63,Harbor State Insurance,INV-57483,paid,LEDGER-0448,INV-57483
L00655,2026-05-05,415.69,Bluepeak Logistics,INV-82298,paid,LEDGER-0449,INV-82298
L00859,2026-06-21,2583.09,Harbor State Insurance,INV-19123,paid,LEDGER-0450,INV-19123
L00408,2026-05-16,3155.76,Trailmark Equipment Rental,INV-41270,paid,LEDGER-0451,INV-41270
L00323,2026-07-04,7779.11,Yellowbrick Media,INV-36497,paid,LEDGER-0452,INV-36497
L00971,2026-07-08,36034.38,Meridian Software Inc,INV-82235,paid,LEDGER-0453,INV-82235
L00804,2026-07-02,430.76,Jasper Metals Corp,INV-72108,paid,LEDGER-0454,INV-72108
L00168,2026-05-13,44843.62,Driftwood Café Group,INV-74139,paid,LEDGER-0455,INV-74139
L00749,2026-05-08,202.29,Redstone Contracting,INV-94485,paid,LEDGER-0456,INV-94485
L00878,2026-07-19,30778.7,Delta Freight Partners,INV-13578,paid,LEDGER-0457,INV-13578
L00951,2026-06-10,36821.05,Quorum Legal Advisors,INV-55068,paid,LEDGER-0458,INV-55068
L00275,2026-06-28,4121.1,Trailmark Equipment Rental,INV-19564,paid,LEDGER-0459,INV-19564
L00722,2026-07-20,3382.61,Junction Analytics,INV-19351,paid,LEDGER-0460,INV-19351
L00097,2026-07-30,2129.85,Granite Point Consulting,INV-30052,paid,LEDGER-0461,INV-30052
L00301,2026-05-16,4705.18,Westgate Facilities Mgmt,INV-85166,paid,LEDGER-0462,INV-85166
L00316,2026-05-31,4711.21,Ironwood Materials,INV-68554,paid,LEDGER-0463,INV-68554
L00634,2026-06-25,42293.69,Emberline Foods,INV-94746,paid,LEDGER-0464,INV-94746
L00732,2026-05-02,2146.02,Fenwick Office Solutions,INV-78592,paid,LEDGER-0465,INV-78592
L00874,2026-07-24,4504.62,Kingfisher Cable Co,INV-97650,paid,LEDGER-0466,INV-97650
L00893,2026-06-19,832.99,Quorum Legal Advisors,INV-53601,paid,LEDGER-0467,INV-53601
L00220,2026-06-18,8812.36,Cobalt Freight Lines,INV-94343,paid,LEDGER-0468,INV-94343
L00561,2026-06-10,400.52,Lumen Energy Services,INV-93165,paid,LEDGER-0469,INV-93165
L00163,2026-06-17,31305.2,Yellowbrick Media,INV-24201,paid,LEDGER-0470,INV-24201
L00192,2026-05-24,366.21,Riverbend Hardware,INV-28776,paid,LEDGER-0471,INV-28776
L00356,2026-07-07,462.6,Lumen Energy Services,INV-14433,paid,LEDGER-0472,INV-14433
L00753,2026-07-16,2064.49,Nightshade Security,INV-31016,paid,LEDGER-0473,INV-31016
L00273,2026-05-27,30954.71,Fenwick Office Solutions,INV-84991,paid,LEDGER-0474,INV-84991
L00632,2026-05-13,183.4,Cedar & Vine Supply Co,INV-31940,paid,LEDGER-0475,INV-31940
L00658,2026-07-18,90.75,Jasper Metals Corp,INV-99674,paid,LEDGER-0476,INV-99674
L00407,2026-07-19,3141.52,Zenith Industrial Supply,INV-32613,paid,LEDGER-0477,INV-32613
L00877,2026-07-12,3627.73,Solace Health Systems,INV-44136,paid,LEDGER-0478,INV-44136
L00793,2026-07-02,16132.65,Marrow Fitness Studios,INV-61563,paid,LEDGER-0479,INV-61563
L00487,2026-06-14,2116.0,Zenith Industrial Supply,INV-84141,paid,LEDGER-0480,INV-84141
L00074,2026-06-24,229.84,Ivy & Oak Print Shop,INV-38683,paid,LEDGER-0481,INV-38683
L00975,2026-07-15,40687.48,Emberline Foods,INV-17768,paid,LEDGER-0482,INV-17768
L00034,2026-06-01,1130.82,Meridian Software Inc,INV-19880,paid,LEDGER-0483,INV-19880
L00365,2026-05-11,298.72,Zenith Industrial Supply,INV-75517,paid,LEDGER-0484,INV-75517
L00659,2026-07-12,12165.01,Kestrel Marketing Group,INV-96430,paid,LEDGER-0485,INV-96430
L00223,2026-05-20,203.78,Northfield Packaging,INV-20114,paid,LEDGER-0486,INV-20114
L00452,2026-06-01,364.4,Trailmark Equipment Rental,INV-21300,paid,LEDGER-0487,INV-21300
L00594,2026-06-27,25659.26,Zenith Industrial Supply,INV-21536,paid,LEDGER-0488,INV-21536
L00542,2026-05-29,72.34,Zenith Industrial Supply,INV-94853,paid,LEDGER-0489,INV-94853
L00270,2026-06-05,33577.57,Solace Health Systems,INV-26406,paid,LEDGER-0490,INV-26406
L00482,2026-06-20,24492.04,Glacier Point Bank,INV-75028,paid,LEDGER-0491,INV-75028
L00653,2026-05-18,1290.97,Ivy & Oak Print Shop,INV-80597,paid,LEDGER-0492,INV-80597
L00339,2026-05-29,49356.3,Umbra Digital Studio,INV-64206,paid,LEDGER-0493,INV-64206
L00875,2026-06-13,31083.28,Everline Manufacturing,INV-80127,paid,LEDGER-0494,INV-80127
L00415,2026-07-03,25579.46,Oakstone Realty Holdings,INV-82053,paid,LEDGER-0495,INV-82053
L00190,2026-07-18,30243.46,Nightshade Security,INV-98470,paid,LEDGER-0496,INV-98470
L00123,2026-06-11,45024.03,Ivy & Oak Print Shop,INV-89129,paid,LEDGER-0497,INV-89129
L00737,2026-05-18,413.96,Lakeside Property Mgmt,INV-24464,paid,LEDGER-0498,INV-24464
L00157,2026-06-26,4565.32,Ironwood Materials,INV-14373,paid,LEDGER-0499,INV-14373
L00557,2026-07-21,313.51,Quorum Legal Advisors,INV-86490,paid,LEDGER-0500,INV-86490
L00480,2026-05-09,312.05,Fenwick Office Solutions,INV-35919,paid,LEDGER-0501,INV-35919
L00979,2026-05-13,483.92,Meridian Software Inc,INV-38051,paid,LEDGER-0502,INV-38051
L00644,2026-06-14,18711.1,Cobalt Freight Lines,INV-37752,paid,LEDGER-0503,INV-37752
L00454,2026-06-14,1117.45,Harbor State Insurance,INV-78551,paid,LEDGER-0504,INV-78551
L00404,2026-06-05,316.49,Foxglove Design Co,INV-18200,paid,LEDGER-0505,INV-18200
L00336,2026-06-01,65.11,Prairie Wind Energy,INV-15798,paid,LEDGER-0506,INV-15798
L00195,2026-05-07,12083.45,Prairie Wind Energy,INV-98338,paid,LEDGER-0507,INV-98338
L00927,2026-06-27,289.0,Emberline Foods,INV-74918,paid,LEDGER-0508,INV-74918
L00347,2026-06-08,3014.83,Orchard Grove Bakery,INV-12009,paid,LEDGER-0509,INV-12009
L00426,2026-06-28,3874.11,Fenwick Office Solutions,INV-73968,paid,LEDGER-0510,INV-73968
L00538,2026-06-17,4631.14,Cedar & Vine Supply Co,INV-70846,paid,LEDGER-0511,INV-70846
L00623,2026-06-11,198.75,Aurora Textiles Ltd,INV-88234,paid,LEDGER-0512,INV-88234
L00947,2026-07-01,454.23,Ironwood Materials,INV-58745,paid,LEDGER-0513,INV-58745
L00181,2026-06-11,33488.45,Junction Analytics,INV-59925,paid,LEDGER-0514,INV-59925
L00023,2026-05-31,1003.4,Umbra Digital Studio,INV-17592,paid,LEDGER-0515,INV-17592
L00571,2026-06-02,6681.35,Harbor State Insurance,INV-80088,paid,LEDGER-0516,INV-80088
L00183,2026-06-22,374.38,Marrow Fitness Studios,INV-54424,paid,LEDGER-0517,INV-54424
L00841,2026-07-07,4572.3,Bluepeak Logistics,INV-50679,paid,LEDGER-0518,INV-50679
L00622,2026-07-14,68.29,Zenith Industrial Supply,INV-43425,paid,LEDGER-0519,INV-43425
L00873,2026-06-05,8602.84,Harbor State Insurance,INV-70940,paid,LEDGER-0520,INV-70940
L00269,2026-06-14,186.86,Junction Analytics,INV-78012,paid,LEDGER-0521,INV-78012
L00553,2026-06-15,26408.08,Oakstone Realty Holdings,INV-76494,paid,LEDGER-0522,INV-76494
L00179,2026-06-21,3395.03,Kingfisher Cable Co,INV-65872,paid,LEDGER-0523,INV-65872
L00291,2026-06-30,2895.53,Jasper Metals Corp,INV-12180,paid,LEDGER-0524,INV-12180
L00203,2026-07-19,180.28,Driftwood Café Group,INV-70305,paid,LEDGER-0525,INV-70305
L00204,2026-06-21,15949.24,Yellowbrick Media,INV-78676,paid,LEDGER-0526,INV-78676
L00535,2026-07-06,4610.45,Meridian Software Inc,INV-59009,paid,LEDGER-0527,INV-59009
L00706,2026-06-01,380.94,Pinehill Distributors,INV-30446,paid,LEDGER-0528,INV-30446
L00369,2026-06-20,11488.62,Umbra Digital Studio,INV-20084,paid,LEDGER-0529,INV-20084
L00696,2026-07-30,351.35,Westgate Facilities Mgmt,INV-18993,paid,LEDGER-0530,INV-18993
L00451,2026-07-22,42553.69,Umbra Digital Studio,INV-18665,paid,LEDGER-0531,INV-18665
L00298,2026-06-15,28990.72,Umbra Digital Studio,INV-98587,paid,LEDGER-0532,INV-98587
L00907,2026-05-26,101.38,Granite Point Consulting,INV-65864,paid,LEDGER-0533,INV-65864
L00943,2026-06-30,181.93,Bluepeak Logistics,INV-55442,paid,LEDGER-0534,INV-55442
L00031,2026-05-13,159.35,Hollow Creek Farms,INV-96374,paid,LEDGER-0535,INV-96374
L00591,2026-07-18,22319.45,Hollow Creek Farms,INV-17152,paid,LEDGER-0536,INV-17152
L00076,2026-07-16,28900.93,Glacier Point Bank,INV-51588,paid,LEDGER-0537,INV-51588
L00628,2026-05-02,38846.02,Kingfisher Cable Co,INV-25036,paid,LEDGER-0538,INV-25036
L00845,2026-06-10,1444.31,Trailmark Equipment Rental,INV-67817,paid,LEDGER-0539,INV-67817
L00007,2026-07-19,29841.83,Harbor State Insurance,INV-57400,paid,LEDGER-0540,INV-57400
L00189,2026-05-15,986.98,Hollow Creek Farms,INV-46512,paid,LEDGER-0541,INV-46512
L00410,2026-07-28,26900.16,Ironwood Materials,INV-94575,paid,LEDGER-0542,INV-94575
L00211,2026-06-17,278.3,Westgate Facilities Mgmt,INV-47627,paid,LEDGER-0543,INV-47627
L00959,2026-06-24,383.69,Foxglove Design Co,INV-64289,paid,LEDGER-0544,INV-64289
L00563,2026-07-21,4008.89,Ivy & Oak Print Shop,INV-66283,paid,LEDGER-0545,INV-66283
L00617,2026-06-06,40857.51,Marrow Fitness Studios,INV-97096,paid,LEDGER-0546,INV-97096
L00920,2026-06-15,37391.95,Lumen Energy Services,INV-45349,paid,LEDGER-0547,INV-45349
L00219,2026-07-23,3486.25,Vanterra Chemicals,INV-96787,paid,LEDGER-0548,INV-96787
L00970,2026-05-14,217.86,Solace Health Systems,INV-38557,paid,LEDGER-0549,INV-38557
L00236,2026-07-18,1124.57,Hollow Creek Farms,INV-10688,paid,LEDGER-0550,INV-10688
L00229,2026-07-04,2577.56,Nightshade Security,INV-79135,paid,LEDGER-0551,INV-79135
